adresse,lat,lon
"217 Rue Paul Bellamy, 44000 Nantes, France",47.21448,-1.5544
"52 Rue Guadet, 33330 Saint-Émilion, France",44.77858,-0.6507
"1 Bis Pl. De L’Église, 33570 Puisseguin, France",44.78808,-0.2976
"24 Bis Rue Thiers, 24700 Montpon-Ménestérol, France",45.1643,0.781
"602 Rue De Jamayau, 33660 Saint-Antoine-Sur-L'Isle, France",44.85024,-0.1046
"23 Rue Thiers, 24700 Montpon-Ménestérol, France",45.16814,0.7829
"2 Rue Du Huit Mai 1945, 33350 Castillon-La-Bataille, France",44.78586,-0.6502
"1 Rue De Verdun, 17430 Tonnay-Charente, France",45.54632,-0.9483
"Rue De Verdun, 17430 Tonnay-Charente, France",45.5516,-0.9536
"21 Av. D'Aunis, 17430 Tonnay-Charente, France",45.5464,-0.9458
"18 Av. D'Aunis, 17430 Tonnay-Charente, France",45.55072,-0.9491
"7 Rue Du Champ De Foire, 17430 Tonnay-Charente, France",45.54672,-0.9533
"15 Rue Bayle, 09000 Foix, France",43.05304,1.6192
"46 Rue Théophile Delcassé, 09000 Foix, France",43.0484,1.6165
"11 Cr Gabriel Fauré, 09000 Foix, France",43.04832,1.6202
"9 Résidence Alain Roumieu, 09000 Foix, France",43.04872,1.6153
"26 Av. Du Général Leclerc, 09000 Foix, France",43.05008,1.6216
"28 Rue Théophile Delcassé, 09000 Foix, France",43.04712,1.6204
"8 Av. Lakanal, 09000 Foix, France",43.05208,1.6212
"18 Av. Du Dr Bernadac, 09300 Lavelanet, France",43.1127,1.6546
"25 Rue Des Marchands, 09000 Foix, France",43.0464,1.6118
"3 Pl. Jean Jaurès, 09400 Tarascon-Sur-Ariège, France",42.99688,1.3863
"25 Rue Du Château, 33770 Salles, France",44.67008,-0.9486
"24 Rue De La Haute Lande, 33770 Salles, France",44.67328,-0.9497
"37 All. Du Champ De Foire, 33770 Salles, France",44.66864,-0.9465
"2 Chem. De Paris, 33770 Salles, France",44.67304,-0.9508
"5 Chem. De La Barrière De Badet, 33770 Salles, France",44.67192,-0.9548
"Espace Laser, Av. Paul Vidal De La Blache, 34120 Pézenas, France",43.52806,3.6014
"12 Cr Jean Jaurès, 34120 Pézenas, France",43.5335,3.603
"3 Rue Jean Pierre Lagarde, Za Les Rodettes 1E Étage, 34120 Pézenas, France",43.52926,3.6017
"7 Pl. De La République, 34120 Pézenas, France",43.5327,3.5996
"2 Place Du Marché, Des 3 Six, 1 Rue Conti, 34120 Pézenas, France",43.52822,3.6062
"4 Rue Maréchal Plantavit, 34120 Pézenas, France",43.52894,3.5995
"8 Rue Anatole France, 34120 Pézenas, France",43.53278,3.6044
"3 Av. Aristide Briand, 34120 Pézenas, France",43.53134,3.6007
"32 Cr Jean Jaurès, 34120 Pézenas, France",43.5291,3.6006
"10 Pl. De La République, 34120 Pézenas, France",43.5295,3.5978
"12 Rue Georges Fraissinet, 34120 Pézenas, France",43.53102,3.6049
"9 Av. Harold Kline, 34120 Pézenas, France",43.53182,3.6058
"Centre Commercial Intermarché, 1 Av. De La Promenade, 34420 Cers, France",43.50112,3.2505
"57 Cr Jean Jaurès, 34120 Pézenas, France",43.52742,3.6039
"21 Cr Jean Jaurès, 34120 Pézenas, France",43.53406,3.5989
"77 Pl. Du Jeu De Paume, 34290 Montblanc, France",43.54936,3.3344
"Pl. De L'Église, 34120 Tourbes, France",43.53462,3.6015
"1 Ter Rue De L'Étoile De Mer, 34450 Vias, France",43.44696,3.3515
"39 Rte De Fronton, 31140 Aucamville, France",43.60636,1.4013
"59 Rte De Fronton, 31140 Aucamville, France",43.60052,1.3986
"11 Bis Rue Jules Ferry, 31140 Aucamville, France",43.6058,1.3958
"49 Rte De Fronton, 31140 Aucamville, France",43.6042,1.3986
"61 Rte De Fronton, 31140 Aucamville, France",43.60324,1.3997
"Rue De Bordelongue, 31140 Launaguet, France",43.60388,1.3927
"22 Rte De Fronton, 31140 Aucamville, France",43.60492,1.3941
"11 Rue Charles Trenet, 31200 Toulouse, France",43.57946,1.4542
"194 Rue Edmond Rostand, 31200 Toulouse, France",43.58058,1.4473
"11 Imp. Bellegarrigues, 31140 Aucamville, France",43.60356,1.3922
"32 Chem. Bellegarrigues, 31140 Aucamville, France",43.60348,1.3957
"Rte De Launaguet, 31140 Launaguet, France",43.60636,1.4003
"72 Rue Georges Clemenceau, 17320 Marennes-Hiers-Brouage, France",45.60104,-0.7037
"7 Rue Du Maréchal Joffre, 17320 Marennes, France",45.6004,-0.6992
"22 Rue Le Terme, 17320 Marennes, France",45.59968,-0.7027
"29 Av. Des Frères Jabouille, 17320 Marennes-Hiers-Brouage, France",45.60016,-0.6965
"Moulin De La Guilléterie, 17320 Marennes-Hiers-Brouage, France",45.59808,-0.7014
"241 Cr Gambetta, 33400 Talence, France",44.78616,-0.7454
"199 Cr Gambetta, 33400 Talence, France",44.79168,-0.7531
"76 Cr Gambetta, 33400 Talence, France",44.788,-0.7518
"311 Cr De La Libération, 33400 Talence, France",44.79112,-0.7455
"219 Cr Gambetta, 33400 Talence, France",44.78696,-0.754
"332 Cr De La Libération, 33400 Talence, France",44.78672,-0.7508
"21 Rue Van Gogh, 95420 Magny-En-Vexin, France",,
"6 Rue Carnot, 95420 Magny-En-Vexin, France",,
"26 Rue Carnot, 95420 Magny-En-Vexin, France",,
"6 Rue De Paris, 95420 Magny-En-Vexin, France",,
"21 Rue De Paris, 95420 Magny-En-Vexin, France",,
"16 Pl. De La Halle, 95420 Magny-En-Vexin, France",,
"31 Pl. D'Armes, 95420 Magny-En-Vexin, France",,
"23 Rue Sainte-Geneviève, 27200 Vernon, France",48.9699,1.2204
"23B Rue Du Ruisseau, 95770 Montreuil-Sur-Epte, France",,
"Chem. Des Mathurins, 27140 Gisors, France",48.99744,1.183
"20 Rue Des Hautiers, 95640 Marines, France",,
"2 Chemin Du Plix, 27630 Vexin-Sur-Epte, France",49.03874,1.2135
"11 Rue Du Bois Queris, 95810 Grisy-Les-Plâtres, France",,
"Pl. De L'Église, 27620 Gasny, France",48.93968,1.1702
"9 Bis Rue De Crosne, 95420 Magny-En-Vexin, France",,
"15 Rue Auguste Fossier, 60175 Villeneuve-Les-Sablons, France",49.34952,2.8998
"2 Pl. De La Mairie, 95510 Vétheuil, France",,
"14 Av. De La République, 78270 Bonnières-Sur-Seine, France",,
"5 Pl. De La République, 82370 Labastide-Saint-Pierre, France",44.19824,1.374
"Rue, 82370 Reyniès, France",44.19744,1.3758
"250 Imp. Jacques Daguerre, 82000 Montauban, France",44.02054,1.3527
"Rte De Fabas, 31620 Fronton, France",43.548,1.4989
"3 Pl. Du Centre Commercial, 82710 Bressols, France",44.14566,1.4109
"163 Rue Saint-Roch, 16000 Angoulême, France",45.65272,0.1643
"98 Rue De Périgueux, 16000 Angoulême, France",45.64648,0.1709
"1 Rue De La Tourgarnier, 16000 Angoulême, France",45.65128,0.1682
"252 Rue De Périgueux, 16000 Angoulême, France",45.64848,0.168
"141 Rue Saint-Roch, 16000 Angoulême, France",45.6512,0.1703
"29 Rue Edmond Costedoat, 33000 Bordeaux, France",44.83628,-0.5802
"183 Av. Jacques Et Bernadette Chirac, 19100 Brive-La-Gaillarde, France",45.15344,1.5297
"17 Av. Léon Blum, 19100 Brive-La-Gaillarde, France",45.15392,1.5295
"4 Av. Maréchal Foch, 19100 Brive-La-Gaillarde, France",45.14784,1.5313
"39 Av. De Paris, 19100 Brive-La-Gaillarde, France",45.1516,1.5327
"35 Chem. Du Grand Monteil, 33370 Sallebœuf, France",44.78594,-0.6441
"50 Bis Av. De L'Entre-Deux Mers, 33370 Fargues-Saint-Hilaire, France",44.78434,-0.6439
"62 Av. De L'Entre-Deux Mers, 33370 Fargues-Saint-Hilaire, France",44.77962,-0.6469
"40 Av. De L'Entre-Deux Mers, 33370 Fargues-Saint-Hilaire, France",44.78474,-0.6467
"4 Rue Auguste Delage, 69680 Chassieu, France",45.5528,4.5787
"2 Rue Louis Pergaud, 69680 Chassieu, France",45.55008,4.5801
"2 Rue Marcel Dassault, 69740 Genas, France",45.57564,4.8615
"24 Rue De La République, 69680 Chassieu, France",45.55192,4.5797
"19 Rue Jean Jaurès, 69740 Genas, France",45.57716,4.8591
"25 Rue Collomb, 69500 Bron, France",45.61462,4.7855
"2B Rue Victor Hugo, 69740 Genas, France",45.57348,4.8606
"13 Bis Pl. De La République, 17290 Aigrefeuille-D'Aunis, France",45.70312,-0.7967
"3 Rue De L'Aunis, 17290 Aigrefeuille-D'Aunis, France",45.7016,-0.7962
"Courrier Ou Sur Rdv :, 6 Rle Rémy Gaborit, 17290 Aigrefeuille-D'Aunis, France",45.69784,-0.7984
"33 Ter Av. Des Marronniers, 17290 Aigrefeuille-D'Aunis, France",45.69984,-0.8003
"Pl. De La République, 17290 Aigrefeuille-D'Aunis, France",45.70344,-0.7983
"17290 Aigrefeuille-D'Aunis, France",45.70048,-0.8039
"3 Pass. Des Halles., 17290 Aigrefeuille-D'Aunis, France",45.70072,-0.798
"53 Av. Edmond Grasset, 17440 Aytré, France",45.74984,-1.1723
"Rue Des Hirondelles, 17139 Dompierre-Sur-Mer, France",45.88192,-1.0846
"33 Rue Jean Bart, 17440 Aytré, France",45.74968,-1.1704
"6 Rue Du Bois D'Hure, 17140 Lagord, France",45.92248,-1.1034
"97 Rte De Rennes, 44700 Orvault, France",47.35152,-1.7545
"8 Av. Castellano, 44300 Nantes, France",47.21984,-1.5293
"111 Rte De Rennes, 44700 Orvault, France",47.34856,-1.7514
"38 Rte De Rennes, 44300 Nantes, France",47.22272,-1.5315
"6 Rue Lieutenant Jean De Sesmaisons, 44300 Nantes, France",47.22032,-1.5307
"6 Place De La Liberté, 2 Rue De La Corniche, 44700 Orvault, France",47.3468,-1.7549
"13 Bis Rue Emile Cheysson, 44300 Nantes, France",47.21888,-1.5307
"20 Av. Alexandre Goupil, 44700 Orvault, France",47.35032,-1.7478
"10 Rue Du Coudray, 44000 Nantes, France",47.2188,-1.5489
"115 Fbg Lacapelle, 82000 Montauban, France",44.01494,1.3473
"1029 Bd Blaise Doumerc, 82000 Montauban, France",44.01422,1.3545
"1 Pl. Jean Mermoz, 31600 Eaunes, France",43.54608,1.5504
"1 Av. De Villate, 31860 Pins-Justaret, France",43.59336,1.5233
"16 Rue De La Sirène, 41200 Romorantin-Lanthenay, France",47.45016,1.4018
"1 Rue De Verdun, 41200 Romorantin-Lanthenay, France",47.45288,1.3975
"10 Rue Georges Clemenceau, 41200 Romorantin-Lanthenay, France",47.44608,1.4012
"24 Rue Georges Clemenceau, 41200 Romorantin-Lanthenay, France",47.44624,1.3988
"10 Pl. Jeanne D'Arc, 41200 Romorantin-Lanthenay, France",47.4496,1.4034
"97 Rue Georges Clemenceau, 41200 Romorantin-Lanthenay, France",47.45024,1.4022
"3 Av. Du Maréchal De Lattre De Tassigny, 41200 Romorantin-Lanthenay, France",47.45344,1.4031
"51 Rue Georges Clemenceau, 41200 Romorantin-Lanthenay, France",47.44912,1.4031
"92 Rue Georges Clemenceau, 41200 Romorantin-Lanthenay, France",47.45328,1.3973
"La Gaucherie, 41320 Langon-Sur-Cher, France",47.38474,1.4379
"8 Pl. De La Paix, 41200 Romorantin-Lanthenay, France",47.4472,1.3989
"192 Rue De Loreux, 41200 Romorantin-Lanthenay, France",47.45104,1.4045
"53 Bd Victor Hugo, 64500 Saint-Jean-De-Luz, France",43.36774,-0.5824
"26 Bd Adolphe Thiers, 64500 Saint-Jean-De-Luz, France",43.3639,-0.5882
"100 Rue Léon Gambetta, 64500 Saint-Jean-De-Luz, France",43.36654,-0.588
"32 Bd Victor Hugo, 64500 Saint-Jean-De-Luz, France",43.36742,-0.5873
"27 Bd Adolphe Thiers, 64500 Saint-Jean-De-Luz, France",43.36462,-0.5814
"45 Bd Victor Hugo, 64500 Saint-Jean-De-Luz, France",43.36878,-0.5831
"31 Bd Adolphe Thiers, 64500 Saint-Jean-De-Luz, France",43.37014,-0.5787
"15 Av. De Verdun, 64500 Saint-Jean-De-Luz, France",43.36726,-0.5792
"5 Rue Pocalette, 64500 Ciboure, France",43.36894,-0.5801
"39 Bd Victor Hugo, 64500 Saint-Jean-De-Luz, France",43.36974,-0.5792
"1 Bd Adolphe Thiers, 64500 Saint-Jean-De-Luz, France",43.36686,-0.5867
"85 Rue Léon Gambetta, 64500 Saint-Jean-De-Luz, France",43.36438,-0.5845
"15 Rue Axular, 64500 Saint-Jean-De-Luz, France",43.36566,-0.584
"2 Av. Jean Jaurès, 64500 Ciboure, France",43.36958,-0.5881
"5 Rue Oletako Bidea, 64310 Ascain, France",43.42994,-0.5198
"9 Rue Joseph Garat, 64500 Saint-Jean-De-Luz, France",43.36598,-0.5796
"7 Av. Jaureguiberry, 64500 Saint-Jean-De-Luz, France",43.36438,-0.58
"6 Rue Joseph Garat, 64500 Saint-Jean-De-Luz, France",43.37038,-0.5877
"23 Bd Victor Hugo, 64500 Saint-Jean-De-Luz, France",43.36542,-0.5843
"15 Rue Du Jeu De Ballon, 34320 Roujan, France",43.6968,3.392
"10 Chemin De La Mine, 34320 Neffiès, France",43.69696,3.3929
"68 Bis Av. De Pézenas, 34320 Roujan, France",43.6944,3.3913
"2 Pl. Du Marché, 34290 Servian, France",43.54896,3.3316
"161 Rue Micheline Ostermeyer, 34500 Béziers, France",43.34792,3.2229
"82B Av. Du 8 Mai 1945, 34550 Bessan, France",43.5044,3.341
"18 Bd Président Kennedy, 34500 Béziers, France",43.34656,3.2177
"24 Rue Aristide Briand, 37240 Ligueil, France",47.67354,0.9767
"13 Rue Jean Monnet, 37240 Ligueil, France",47.67002,0.9763
"57 Rue Aristide Briand, 37240 Ligueil, France",47.67306,0.9763
"3 Rue Gustave Malbrant, 86220 Dangé-Saint-Romain, France",,
"1 Rue Du Clos De Paulmy, 37160 Descartes, France",47.50096,0.7968
"23 Pl. Du Maréchal Leclerc, 37800 Sainte-Maure-De-Touraine, France",47.2862,0.6309
"7 Rue De La République, 37600 Loches, France",47.35208,0.6382
"28 Rue De La République, 37600 Loches, France",47.34624,0.6417
"72 Av. De Richelieu, 86100 Châtellerault, France",,
"Chem. De Gousset, 37240 Le Louroux, France",47.67338,0.9701
"41 Rue Des Sapins, 37250 Veigné, France",47.80096,1.1048
"34 Rue Nationale, 37250 Montbazon, France",47.80104,1.1027
"Champgault, 37320 Esvres, France",47.27632,0.6424
"Chem. De La Birotte, 37320 Esvres, France",47.27888,0.6411
"79 Rte De Narbonne, 31400 Toulouse, France",43.56958,1.4382
"52 Av. Jules Julien, 31400 Toulouse, France",43.56918,1.4302
"10 Rue Vanini, 31400 Toulouse, France",43.5651,1.4295
"8 Imp. De La Pelude, 31400 Toulouse, France",43.56278,1.4368
"89 Chem. De La Salade Ponsan, 31400 Toulouse, France",43.56558,1.438
"226 Av. Antoine De Saint-Exupéry, 31400 Toulouse, France",43.57046,1.4357
"33 Av. Crampel, 31400 Toulouse, France",43.56574,1.4374
"20 Av. Antoine De Saint-Exupéry, 31400 Toulouse, France",43.56614,1.4303
"24 Av. Des Pyrénées, 31830 Plaisance-Du-Touch, France",43.58552,1.4957
"4 Pl. De La Libération, 31830 Plaisance-Du-Touch, France",43.58856,1.4931
"69 Bis Av. Des Pyrénées, 31830 Plaisance-Du-Touch, France",43.58952,1.494
"95 Av. Des Pyrénées, 31830 Plaisance-Du-Touch, France",43.5892,1.4922
"5B Rue Pierre Loti, 31830 Plaisance-Du-Touch, France",43.58776,1.4898
"22 Bis Av. Des Pyrénées, 31830 Plaisance-Du-Touch, France",43.58896,1.4865
"9 Av. Didier Daurat, 31880 La Salvetat-Saint-Gilles, France",43.61806,1.5793
"Centre Commercial Bernadet, 4 Rue Bernadet, 31830 Plaisance-Du-Touch, France",43.58504,1.4892
"5 Av. Des Hospitaliers, 31880 La Salvetat-Saint-Gilles, France",43.61526,1.5836
"53 Av. De Toulouse, 34070 Montpellier, France",43.60232,3.8453
"720 Av. Villeneuve D'Angoulême, 34070 Montpellier, France",43.60056,3.8508
"Espace Entreprise La Piscine, 151 Rue Jacques Bounin, 34070 Montpellier, France",43.5964,3.8466
"55 Bis Av. Georges Clemenceau, 34000 Montpellier, France",43.61398,3.8737
"25 Boulevard Renouvier, Sur Rdv, 38 Bd Des Arceaux, 34000 Montpellier, France",43.61534,3.8776
"45 Av. De Toulouse, 34070 Montpellier, France",43.60056,3.8499
"Rue Du Lavandin, 34070 Montpellier, France",43.60016,3.8504
"Centre Commercial Mas Drevon, 74 Bd Pedro De Luna, 34070 Montpellier, France",43.59872,3.8524
"699 Rue Fontcouverte, 34000 Montpellier, France",43.61342,3.8804
"5 Av. Georges Clemenceau, 34000 Montpellier, France",43.6115,3.878
"54 Av. De Maurin, 34000 Montpellier, France",43.60998,3.8741
"Av. Gén De Gaulle, 34370 Cazouls-Lès-Béziers, France",43.64632,3.245
"Zae St Julien, Rue Pierre Et Marie Curie, 34370 Cazouls-Lès-Béziers, France",43.65112,3.2451
"Pl. Des Cent Quarante, 34370 Cazouls-Lès-Béziers, France",43.64736,3.2514
"135 Av. De Cazouls, 34370 Cazouls-Lès-Béziers, France",43.6468,3.2544
"180 Av. De Béziers, 34370 Maraussan, France",43.6472,3.2471
"9 Pl. Du Marché, 34460 Cessenon-Sur-Orb, France",43.35176,3.5474
"29 Bd Jean Dauga, 34350 Valras-Plage, France",43.7988,3.2488
"2940 Rte De Narbonne, 34500 Béziers, France",43.34952,3.2238
"17 Av. Jean Jaurès, 34370 Cazouls-Lès-Béziers, France",43.65192,3.2518
"16 Av. De Béziers, 34310 Montady, France",43.78522,3.6845
"36 Av. Waldeck Rousseau, 34370 Cazouls-Lès-Béziers, France",43.64872,3.2494
"1 Zae De Montaury, 34490 Lignan-Sur-Orb, France",43.50352,3.503
"18 Rue Pierre Paul Riquet, Pourtour Des Halles, 34500 Béziers, France",43.3488,3.2154
"Rue De La Fontace, 34370 Maraussan, France",43.64608,3.2493
"2 Rue Chrestias, 31770 Colomiers, France",43.61816,1.2682
"J85Q+46P, 23 Rue D'Auch, 31770 Colomiers, France",43.61904,1.2659
"8 Pass. Du Lioran, 31770 Colomiers, France",43.62056,1.2656
"6 Rue D'Auch, 31770 Colomiers, France",43.62272,1.2707
"4 All. D'Occitanie, 31770 Colomiers, France",43.61776,1.2674
"2 All. De La Corrèze, 31770 Colomiers, France",43.61984,1.2687
"61 Rue Gilet, 31770 Colomiers, France",43.62048,1.2725
"2 Rue De L'Église, 31770 Colomiers, France",43.6196,1.2735
"23 All. Du Roussillon, 31770 Colomiers, France",43.61728,1.2655
"9 Rue Jean Jacques Rousseau, 29120 Pont-L'Abbé, France",48.27876,-4.4782
"10 Pl. De La République, 29120 Pont-L'Abbé, France",48.27884,-4.477
"2 Chem. Du Sequer Névez, 29120 Pont-L'Abbé, France",48.27756,-4.4725
"6 Quai Saint-Laurent, 29120 Pont-L'Abbé, France",48.27388,-4.4794
"4 Place Des Echaudés, Pl. Gambetta, 29120 Pont-L'Abbé, France",48.27596,-4.4763
"1 Rue De Kerentree, 29120 Pont-L'Abbé, France",48.2714,-4.4712
"26 Rue Lamartine, 29120 Pont-L'Abbé, France",48.27116,-4.4777
"11 Pl. Victor Hugo, 29720 Plonéour-Lanvern, France",48.44792,-3.8008
"15 Rue De Pont L'Abbé, 29740 Plobannalec-Lesconil, France",48.3512,-3.6993
"19 Pl. De La République, 29120 Pont-L'Abbé, France",48.27116,-4.4715
"23 Rue De L'Odet, 29120 Combrit, France",48.27132,-4.477
"20 Hent Kerfram, 29700 Plomelin, France",47.8857,-4.0296
"2-4 Rue An Hent Coz, 29120 Pont-L'Abbé, France",48.27796,-4.4772
"13 Rte De Pont L'Abbé, 29120 Plomeur, France",48.27868,-4.4736
"36 Rue Jean Jaurès, 29120 Pont-L'Abbé, France",48.27876,-4.4732
"36 Rue Du Port, 29750 Loctudy, France",48.29992,-3.6495
"27 Rue Du General De Gaulle, 29120 Pont-L'Abbé, France",48.27532,-4.478
"96 Av. De La France Libre, 29000 Quimper, France",48.38474,-4.4816
"71 Av. De La France Libre, 29000 Quimper, France",48.3869,-4.4823
"4 Rue Du Parc, 29000 Quimper, France",48.38394,-4.4833
"21 Rue Saint-Mathieu, 29000 Quimper, France",48.38194,-4.4816
"10 Rue René Madec, 29000 Quimper, France",48.38058,-4.4804
"105 Av. De La France Libre, 29000 Quimper, France",48.38554,-4.4869
"4 Quai De L'Odet, 29000 Quimper, France",48.38034,-4.483
"8 Rue Du Parc, 29000 Quimper, France",48.38242,-4.4807
"2 All. Mgr Claude De Rohan, 29000 Quimper, France",48.38178,-4.4875
"11 Bis Rue Amiral Ronarc'H, 29000 Quimper, France",48.38474,-4.4862
"34 Rue Jacques Anquetil, 29000 Quimper, France",48.38474,-4.4795
"18 Quai Odet, Rue Préfet Collignon, 29000 Quimper, France",48.38386,-4.4785
"15 Rue Gabriel Péri, 78210 Saint-Cyr-L'École, France",,
"8 Rue Du Dr Vaillant, 78210 Saint-Cyr-L'École, France",,
"19 Av. Pierre Curie, 78210 Saint-Cyr-L'École, France",,
"5 Av. Jean Jaurès, 78210 Saint-Cyr-L'École, France",,
"4 Av. De Paris, 78000 Versailles, France",,
"9 Av. Jean Jaurès, 78210 Saint-Cyr-L'École, France",,
"11 Av. Jean Jaurès, 78210 Saint-Cyr-L'École, France",,
"14 Rue Montbauron, 78000 Versailles, France",,
"3 Pl. Jean Baptiste Lully, 78210 Saint-Cyr-L'École, France",,
"33 Av. Pierre Curie, 78210 Saint-Cyr-L'École, France",,
"43 Rue Carnot, 78000 Versailles, France",,
"Bd René Descartes, 78180 Montigny-Le-Bretonneux, France",,
"35 Rue Victor Hugo, 33220 Sainte-Foy-La-Grande, France",44.74784,-0.1805
"5 Rue De La République, 33220 Sainte-Foy-La-Grande, France",44.75168,-0.1803
"Av. De Bordeaux, 33220 Port-Sainte-Foy-Et-Ponchapt, France",44.74976,-0.178
"1 Rue Hélène Boucher, 33220 Pineuilh, France",44.7528,-0.183
"4 Av. Paul Bert, 33220 Sainte-Foy-La-Grande, France",44.75064,-0.1751
"28 Av. Lasbordes, 64420 Soumoulou, France",43.47432,-0.6021
"56 Av. Lasbordes, 64420 Soumoulou, France",43.47544,-0.5992
"32 Bis Av. Lasbordes, 64420 Soumoulou, France",43.47736,-0.5982
"Zac Du Bel Air, D817, 64420 Nousty, France",43.47848,-0.6071
"10 Bis All. Chanzy, 64800 Nay, France",43.40196,-0.59
"36 Rte De Tarbes Centre Boreal, 64320 Idron, France",43.43458,-0.5215
"Rue Des Ajoncs, 64160 Morlaàs, France",43.5199,-0.5002
"25 Rue De La Palombière, 64000 Pau, France",43.4437,-0.5559
"3 Pl. Du Barry, 64530 Pontacq, France",43.36974,-0.5836
"17 Rue Des Chardonnerets, 64160 Morlaàs, France",43.51854,-0.5013
"14 Av. Du Général Leclerc, 64000 Pau, France",43.44962,-0.5499
"13 Rdpt Du Souvenir Français, 92250 La Garenne-Colombes, France",,
"Av. Joffre, 92250 La Garenne-Colombes, France",,
"Rue Voltaire, 92250 La Garenne-Colombes, France",,
"23 Bd De La Paix, 92400 Courbevoie, France",,
"39 Ave. Du Général De Gaulle, 92250 La Garenne-Colombes, France",,
"58 Rue Victor Hugo, 92400 Courbevoie, France",,
"43 Ave. Du Général De Gaulle, 92250 La Garenne-Colombes, France",,
"1 Pl. Des 3 Pigeons, 40100 Dax, France",43.89486,-0.8043
"Rue De L'Evêché, Rue De L'Évêché, 40100 Dax, France",43.90014,-0.8101
"56 Rue Neuve, 40100 Dax, France",43.9007,-0.803
"38 Cr Gallieni, 40100 Dax, France",43.89598,-0.8075
"5 Rue Morancy, 40100 Dax, France",43.89822,-0.8076
"2 Av. Victor Hugo, 40100 Dax, France",43.90086,-0.8048
"13 B, Rue De La Font Chaude, 40100 Dax, France",43.90054,-0.8051
"9 Rue De La Vendée, 85140 Boulogne, France",46.8139,-1.552
"8 Bd André Malraux, 85170 Bellevigny, France",46.81598,-1.5499
"27 Rue De La Croix Rouge, 85280 La Ferrière, France",46.9203,-1.6545
"163 Rue De La Gillonnière, 85000 Mouilleron-Le-Captif, France",46.67006,-1.4336
"Rue De La Paix, 85250 Saint-Fulgent, France",46.91462,-1.6467
"1 Rue Pasteur, 85260 Les Brouzils, France",46.92022,-1.6527
"16 Av. Tolosane, 31520 Ramonville-Saint-Agne, France",43.59936,1.5127
"81 Av. Tolosane, 31520 Ramonville-Saint-Agne, France",43.59912,1.5164
"216 Rte De Narbonne, 31400 Toulouse, France",43.5683,1.435
"19 Rue Joseph Hubert, 31130 Balma, France",43.65344,1.3239
"5 Av. Pierre-Georges Latécoère Bâtiment B, 31520 Ramonville-Saint-Agne, France",43.60008,1.5186
"33 Av. Tolosane, 31520 Ramonville-Saint-Agne, France",43.60232,1.5144
"37 Av. De Gameville, 31650 Saint-Orens-De-Gameville, France",43.53098,1.5017
"8 Rue Amiral Ronarc'H, 29000 Quimper, France",48.38058,-4.4878
"10 Quai De L'Odet, 29000 Quimper, France",48.37962,-4.4786
"Bis, 4 Rue Amiral Ronarc'H, 29000 Quimper, France",48.38082,-4.4799
"5 Rue Du Pichery, 29000 Quimper, France",48.38698,-4.4818
"9 Rue Du Léon, 29000 Quimper, France",48.38242,-4.4813
"5 Rue Paul Estival, 31200 Toulouse, France",43.58066,1.4535
"78 Rte D'Albi, 31200 Toulouse, France",43.58394,1.4463
"150 Chem. Michoun, 31500 Toulouse, France",43.63714,1.4204
"159 Rte D'Albi, 31200 Toulouse, France",43.57986,1.446
"4 Imp. René Cabau, 31200 Toulouse, France",43.58618,1.4489
"181 Rte D'Albi, 31200 Toulouse, France",43.58418,1.4507
"105 Rte D'Albi, 31200 Toulouse, France",43.58114,1.4512
"68 Bis Rue Clairat, 24100 Bergerac, France",45.14976,0.7453
"2 Rue Fénelon, 24100 Bergerac, France",45.14616,0.751
"53 Rue Neuve D'Argenson, 24100 Bergerac, France",45.15392,0.7528
"29 Av. Paul Painlevé, 24100 Bergerac, France",45.15216,0.7522
"119 Rue Neuve D'Argenson, 24100 Bergerac, France",45.15312,0.752
"9 Pl. Gambetta, 24100 Bergerac, France",45.15048,0.7486
"19 Rue Du Colonel De Chadois, 24100 Bergerac, France",45.14744,0.7529
"24100 Bergerac, France",45.1484,0.7467
"Rue Neuve D'Argenson, 24100 Bergerac, France",45.14952,0.7473
"9 Bd De La République, 41300 Salbris, France",47.38154,1.4365
"1 Rue Du Général Giraud, 41300 Salbris, France",47.38698,1.4321
"14 Bd De La République, 41300 Salbris, France",47.38282,1.4316
"41300 Salbris, France",47.38426,1.4345
"24 Av. De L'Hôtel De Ville, 41600 Lamotte-Beuvron, France",47.18714,1.5332
"90 Av. De L'Hôtel De Ville, 41600 Lamotte-Beuvron, France",47.1793,1.5322
"1 Pl. De L'Étape Aux Vins, 18700 Aubigny-Sur-Nère, France",47.1675,2.8492
"6 Bd De La République, 41300 Salbris, France",47.38594,1.4362
"16 Grand-Rue Rémusat, 31810 Venerque, France",43.58944,1.4908
"10 Grand-Rue Rémusat, 31810 Venerque, France",43.5824,1.4952
"9 Pl. De La Bascule, 31810 Vernet, France",43.58232,1.4885
"2 Rue De Bacquié, 31810 Vernet, France",43.58504,1.495
"234 Chem. Des Crêtes, 31120 Goyrans, France",43.60092,1.3966
"971 Av. De Toulouse, 31810 Vernet, France",43.586,1.4952
"19 Rue De Verdun, 24300 Nontron, France",45.16342,0.8514
"2 Rue De Verdun, 24300 Nontron, France",45.16486,0.8538
"9 Rue Carnot, 24300 Nontron, France",45.1703,0.8542
"8 Rue Du Maréchal Ney, 85000 La Roche-Sur-Yon, France",46.66878,-1.4287
"7 Rue Paul Baudry, 85000 La Roche-Sur-Yon, France",46.66574,-1.4361
